local_id,change,old,new
100001378,epigraph_changed,960203|10|1007|Abierto,960206|10|1007|Abierto
100001384,epigraph_changed,851001|10|1003|Abierto,562902|10|1003|Abierto
100001404,epigraph_changed,960201|10|1004|Cerrado,960206|10|1004|Cerrado
100001407,epigraph_changed,960203|10|1004|Abierto,869007|10|1004|Abierto
100001467,epigraph_changed,960201|10|1004|Abierto,960203|10|1004|Abierto
100001504,epigraph_changed,471104|10|1007|Abierto,471901|10|1007|Abierto
100001525,epigraph_changed,562902|10|1007|Abierto,851003|10|1007|Abierto
100001568,epigraph_changed,960203|10|1004|Abierto,869007|10|1004|Abierto
100001586,epigraph_changed,471902|10|1002|Abierto,472201|10|1002|Abierto
100001618,epigraph_changed,471102|10|1002|Abierto,472102|10|1002|Abierto
100001623,epigraph_changed,477801|10|1002|Abierto,471104|10|1002|Abierto
100001625,epigraph_changed,561004|10|1002|Abierto,561002|10|1002|Abierto
100001681,epigraph_changed,452002|10|1001|Cerrado,452001|10|1001|Cerrado
100001714,epigraph_changed,477602|10|1004|Abierto,477603|10|1004|Abierto
100001739,epigraph_changed,475903|10|1007|Abierto,475401|10|1007|Abierto
100001744,epigraph_changed,949101|10|1004|Abierto,472911|10|1004|Abierto
10000387,epigraph_changed,561002|01|106|Abierto,561001|01|106|Abierto
10000422,epigraph_changed,852001|01|101|Abierto,562902|01|101|Abierto
10000960,epigraph_changed,561006|01|106|Abierto,561005|01|106|Abierto
10001234,epigraph_changed,881001|01|105|Abierto,562903|01|105|Abierto
10002357,epigraph_changed,561004|01|102|Abierto,561002|01|102|Abierto
110000373,epigraph_changed,472911|11|1103|Abierto,472401|11|1103|Abierto
110000479,epigraph_changed,561004|11|1104|Abierto,563002|11|1104|Abierto
110000841,epigraph_changed,471902|11|1104|Abierto,471104|11|1104|Abierto
110000970,epigraph_changed,562902|11|1107|Abierto,852001|11|1107|Abierto
110001107,epigraph_changed,851001|11|1105|Abierto,562902|11|1105|Abierto
110001149,epigraph_changed,432001|11|1106|Abierto,855002|11|1106|Abierto
110001296,epigraph_changed,464903|11|1102|Abierto,649001|11|1102|Abierto
110001359,epigraph_changed,477501|11|1106|Abierto,960202|11|1106|Abierto
110001377,epigraph_changed,851001|11|1107|Abierto,562902|11|1107|Abierto
110001379,epigraph_changed,853003|11|1102|Abierto,562902|11|1102|Abierto
110001383,epigraph_changed,853003|11|1103|Abierto,562902|11|1103|Abierto
110001384,epigraph_changed,851009|11|1103|Abierto,562902|11|1103|Abierto
110001385,epigraph_changed,562902|11|1105|Abierto,853003|11|1105|Abierto
110001388,epigraph_changed,562902|11|1107|Abierto,851009|11|1107|Abierto
110001389,epigraph_changed,563002|11|1106|Abierto,561004|11|1106|Abierto
110001396,epigraph_changed,479001|11|1104|Abierto,477301|11|1104|Abierto
110001417,epigraph_changed,472202|11|1105|Abierto,471104|11|1105|Abierto
110001424,epigraph_changed,562902|11|1104|Abierto,852002|11|1104|Abierto
110001425,epigraph_changed,562902|11|1104|Abierto,851009|11|1104|Abierto
110001426,epigraph_changed,562902|11|1103|Abierto,851001|11|1103|Abierto
110001427,epigraph_changed,852004|11|1105|Abierto,562902|11|1105|Abierto
110001597,epigraph_changed,452002|11|1104|Abierto,452001|11|1104|Abierto
110001787,epigraph_changed,852001|11|1106|Abierto,562902|11|1106|Abierto
110001850,epigraph_changed,561004|11|1104|Abierto,561005|11|1104|Abierto
110001901,epigraph_changed,870001|11|1103|Abierto,562903|11|1103|Abierto
110001964,epigraph_changed,562903|11|1104|Abierto,960201|11|1104|Abierto
110002013,epigraph_changed,562902|11|1104|Abierto,851001|11|1104|Abierto
110002021,epigraph_changed,931002|11|1104|Abierto,931001|11|1104|Abierto
110002063,epigraph_changed,851001|11|1103|Abierto,562902|11|1103|Abierto
110002078,epigraph_changed,472201|11|1107|Abierto,471104|11|1107|Abierto
110002300,epigraph_changed,960201|11|1104|Abierto,960203|11|1104|Abierto
110002310,epigraph_changed,561005|11|1104|Abierto,561006|11|1104|Abierto
110002387,epigraph_changed,472202|11|1105|Abierto,471101|11|1105|Abierto
110002394,epigraph_changed,960201|11|1104|Cerrado,960203|11|1104|Cerrado
110002418,epigraph_changed,471101|11|1102|Abierto,472102|11|1102|Abierto
110002428,epigraph_changed,471104|11|1107|Abierto,472201|11|1107|Abierto
110002539,epigraph_changed,472911|11|1101|Abierto,472102|11|1101|Abierto
110002647,epigraph_changed,563005|11|1103|Abierto,561005|11|1103|Abierto
110002716,epigraph_changed,477603|11|1102|Abierto,750003|11|1102|Abierto
110002721,epigraph_changed,472401|11|1101|Abierto,472202|11|1101|Abierto
110002729,epigraph_changed,472401|11|1104|Abierto,471101|11|1104|Abierto
110002748,epigraph_changed,851001|11|1105|Abierto,562902|11|1105|Abierto
110002831,epigraph_changed,610002|11|1102|Abierto,661002|11|1102|Abierto
110002841,epigraph_changed,462001|11|1102|Abierto,477601|11|1102|Abierto
110002851,epigraph_changed,881001|11|1105|Abierto,562903|11|1105|Abierto
110002860,epigraph_changed,661002|11|1102|Abierto,474201|11|1102|Abierto
110002889,epigraph_changed,960205|11|1104|Abierto,931008|11|1104|Abierto
110002901,epigraph_changed,851001|11|1106|Abierto,562902|11|1106|Abierto
110002925,epigraph_changed,960203|11|1105|Abierto,960201|11|1105|Abierto
110002967,epigraph_changed,474102|11|1103|Abierto,951001|11|1103|Abierto
110002986,epigraph_changed,851001|11|1106|Cerrado,562902|11|1106|Cerrado
110002987,epigraph_changed,851001|11|1106|Cerrado,562902|11|1106|Cerrado
110002999,epigraph_changed,870001|11|1105|Abierto,562903|11|1105|Abierto
110003006,epigraph_changed,472207|11|1102|Abierto,472201|11|1102|Abierto
110003011,epigraph_changed,562902|11|1101|Abierto,851001|11|1101|Abierto
110003028,epigraph_changed,562902|11|1106|Abierto,851001|11|1106|Abierto
110003036,epigraph_changed,851001|11|1104|Abierto,562902|11|1104|Abierto
110003067,epigraph_changed,562902|11|1105|Abierto,851001|11|1105|Abierto
110003068,epigraph_changed,562902|11|1106|Abierto,851001|11|1106|Abierto
110003088,epigraph_changed,562902|11|1107|Cerrado,851001|11|1107|Cerrado
110003116,epigraph_changed,562903|11|1102|Abierto,881001|11|1102|Abierto
110003169,epigraph_changed,561002|11|1102|Abierto,561005|11|1102|Abierto
110003307,epigraph_changed,471101|11|1101|Abierto,472102|11|1101|Abierto
110003329,epigraph_changed,562902|11|1101|Cerrado,855002|11|1101|Cerrado
110003331,epigraph_changed,471101|11|1102|Abierto,471902|11|1102|Abierto
110003336,epigraph_changed,472401|11|1107|Abierto,472404|11|1107|Abierto
110003347,epigraph_changed,472204|11|1106|Abierto,472202|11|1106|Abierto
110003355,epigraph_changed,561002|11|1104|Abierto,561006|11|1104|Abierto
110003357,epigraph_changed,851001|11|1104|Abierto,562902|11|1104|Abierto
110003419,epigraph_changed,561006|11|1101|Abierto,561005|11|1101|Abierto
110003451,epigraph_changed,960203|11|1105|Abierto,960201|11|1105|Abierto
110003465,epigraph_changed,472911|11|1105|Cerrado,471902|11|1105|Cerrado
110003472,epigraph_changed,477101|11|1103|Abierto,141001|11|1103|Abierto
110003499,epigraph_changed,960201|11|1105|Abierto,960203|11|1105|Abierto
110003502,epigraph_changed,479001|11|1106|Abierto,472101|11|1106|Abierto
110003504,epigraph_changed,472911|11|1106|Abierto,471902|11|1106|Abierto
110003551,epigraph_changed,463902|11|1103|Abierto,821001|11|1103|Abierto
110003566,epigraph_changed,475205|11|1103|Abierto,432001|11|1103|Abierto
110003646,epigraph_changed,477101|11|1106|Abierto,476403|11|1106|Abierto
110003662,epigraph_changed,476403|11|1106|Abierto,477101|11|1106|Abierto
110003672,epigraph_changed,476501|11|1106|Abierto,477501|11|1106|Abierto
110003700,epigraph_changed,477101|11|1106|Abierto,475101|11|1106|Abierto
110003751,epigraph_changed,472102|11|1106|Abierto,472201|11|1106|Abierto
110003765,epigraph_changed,472102|11|1106|Abierto,471104|11|1106|Abierto
110003796,epigraph_changed,477602|11|1106|Abierto,960902|11|1106|Abierto
110003808,epigraph_changed,472101|11|1101|Abierto,471104|11|1101|Abierto
110003853,epigraph_changed,477201|11|1106|Abierto,477101|11|1106|Abierto
110003962,epigraph_changed,563003|11|1105|Abierto,561005|11|1105|Abierto
110004009,epigraph_changed,472207|11|1102|Abierto,472201|11|1102|Abierto
110004030,epigraph_changed,472206|11|1104|Abierto,472201|11|1104|Abierto
110004042,epigraph_changed,869001|11|1102|Abierto,869002|11|1102|Abierto
110004044,epigraph_changed,561005|11|1106|Abierto,561001|11|1106|Abierto
110004090,epigraph_changed,452002|11|1102|Cerrado,949902|11|1102|Cerrado
110004156,epigraph_changed,562902|11|1106|Abierto,851001|11|1106|Abierto
110004208,epigraph_changed,561001|11|1106|Abierto,561005|11|1106|Abierto
110004211,epigraph_changed,931008|11|1104|Abierto,472901|11|1104|Abierto
110004220,epigraph_changed,960201|11|1106|Abierto,960203|11|1106|Abierto
120000026,epigraph_changed,562902|12|1201|Abierto,852001|12|1201|Abierto
120000042,epigraph_changed,852004|12|1203|Abierto,853003|12|1203|Abierto
120000044,epigraph_changed,562902|12|1205|Abierto,853003|12|1205|Abierto
120000113,epigraph_changed,472102|12|1207|Abierto,471101|12|1207|Abierto
120000153,epigraph_changed,472911|12|1201|Abierto,472102|12|1201|Abierto
120000165,epigraph_changed,562903|12|1202|Abierto,870001|12|1202|Abierto
120000169,epigraph_changed,851001|12|1203|Abierto,562902|12|1203|Abierto
120000230,epigraph_changed,960203|12|1204|Abierto,960201|12|1204|Abierto
120000261,epigraph_changed,960201|12|1205|Abierto,477501|12|1205|Abierto
120000315,epigraph_changed,472911|12|1207|Abierto,471902|12|1207|Abierto
120000318,epigraph_changed,472102|12|1206|Abierto,471902|12|1206|Abierto
120000330,epigraph_changed,471902|12|1206|Abierto,472911|12|1206|Abierto
120000337,epigraph_changed,471902|12|1207|Abierto,472911|12|1207|Abierto
120000355,epigraph_changed,472102|12|1207|Abierto,471101|12|1207|Abierto
120000489,epigraph_changed,472911|12|1206|Abierto,610002|12|1206|Abierto
120000556,epigraph_changed,472202|12|1202|Abierto,471101|12|1202|Abierto
120000557,epigraph_changed,451001|12|1203|Abierto,451002|12|1203|Abierto
120000560,epigraph_changed,561006|12|1205|Abierto,563005|12|1205|Abierto
120000595,epigraph_changed,931003|12|1206|Abierto,931001|12|1206|Abierto
120000600,epigraph_changed,472202|12|1203|Abierto,472102|12|1203|Abierto
120000602,epigraph_changed,960201|12|1205|Abierto,960203|12|1205|Abierto
120000667,epigraph_changed,851001|12|1204|Abierto,562902|12|1204|Abierto
120000689,epigraph_changed,610002|12|1205|Abierto,471101|12|1205|Abierto
120000702,epigraph_changed,592001|12|1205|Cerrado,742001|12|1205|Cerrado
120000721,epigraph_changed,471902|12|1203|Abierto,471101|12|1203|Abierto
120000733,epigraph_changed,471902|12|1201|Abierto,472911|12|1201|Abierto
120000746,epigraph_changed,851001|12|1201|Abierto,562902|12|1201|Abierto
120000747,epigraph_changed,472405|12|1201|Abierto,472902|12|1201|Abierto
130000164,epigraph_changed,562902|13|1303|Abierto,851001|13|1303|Abierto
130000310,epigraph_changed,471101|13|1306|Abierto,472302|13|1306|Abierto
130000395,epigraph_changed,851001|13|1301|Abierto,562902|13|1301|Abierto
130000442,epigraph_changed,471102|13|1301|Abierto,471101|13|1301|Abierto
130000653,epigraph_changed,562902|13|1303|Abierto,853002|13|1303|Abierto
130000657,epigraph_changed,931001|13|1303|Abierto,931003|13|1303|Abierto
130000671,epigraph_changed,472908|13|1305|Abierto,472907|13|1305|Abierto
130000711,epigraph_changed,476501|13|1302|Abierto,479001|13|1302|Abierto
130000766,epigraph_changed,851001|13|1303|Abierto,562902|13|1303|Abierto
130000821,epigraph_changed,562902|13|1303|Abierto,851001|13|1303|Abierto
130000857,epigraph_changed,851001|13|1303|Abierto,562902|13|1303|Abierto
130000865,epigraph_changed,852001|13|1301|Abierto,562902|13|1301|Abierto
130000871,epigraph_changed,853002|13|1306|Abierto,562902|13|1306|Abierto
130001052,epigraph_changed,562902|13|1304|Abierto,851001|13|1304|Abierto
130001233,epigraph_changed,562903|13|1303|Abierto,870001|13|1303|Abierto
130001249,epigraph_changed,472102|13|1306|Abierto,471101|13|1306|Abierto
130001346,epigraph_changed,472401|13|1304|Abierto,472903|13|1304|Abierto
130001392,epigraph_changed,561005|13|1306|Abierto,561006|13|1306|Abierto
130001435,epigraph_changed,477101|13|1305|Abierto,952004|13|1305|Abierto
130001642,epigraph_changed,472404|13|1303|Abierto,472402|13|1303|Abierto
130001654,epigraph_changed,471902|13|1302|Abierto,472911|13|1302|Abierto
130001760,epigraph_changed,960203|13|1302|Abierto,960201|13|1302|Abierto
130001786,epigraph_changed,472402|13|1306|Abierto,471104|13|1306|Abierto
130001793,epigraph_changed,474201|13|1306|Abierto,477901|13|1306|Abierto
130001802,epigraph_changed,561002|13|1303|Abierto,561004|13|1303|Abierto
130001859,epigraph_changed,472102|13|1306|Abierto,471104|13|1306|Abierto
130002013,epigraph_changed,562902|13|1302|Abierto,851001|13|1302|Abierto
130002100,epigraph_changed,472102|13|1302|Abierto,471104|13|1302|Abierto
130002301,epigraph_changed,960201|13|1303|Cerrado,000000|13|1303|Cerrado
130002397,epigraph_changed,471101|13|1302|Abierto,472102|13|1302|Abierto
130002402,epigraph_changed,472102|13|1302|Abierto,477501|13|1302|Abierto
130002429,epigraph_changed,472202|13|1305|Abierto,472402|13|1305|Abierto
130002616,epigraph_changed,472901|13|1303|Abierto,960201|13|1303|Abierto
140000026,epigraph_changed,853002|14|1404|Abierto,852004|14|1404|Abierto
140000038,epigraph_changed,851001|14|1403|Abierto,852002|14|1403|Abierto
140000224,epigraph_changed,471101|14|1403|Abierto,472102|14|1403|Abierto
140000299,epigraph_changed,562903|14|1401|Abierto,960201|14|1401|Abierto
140000350,epigraph_changed,472404|14|1403|Abierto,472401|14|1403|Abierto
140000389,epigraph_changed,851001|14|1404|Abierto,562902|14|1404|Abierto
140000423,epigraph_changed,471101|14|1401|Abierto,472102|14|1401|Abierto
140000500,epigraph_changed,471902|14|1402|Abierto,472911|14|1402|Abierto
140000541,epigraph_changed,960201|14|1403|Abierto,960203|14|1403|Abierto
140000567,epigraph_changed,960201|14|1403|Abierto,870001|14|1403|Abierto
140000583,epigraph_changed,561005|14|1403|Cerrado,563005|14|1403|Cerrado
140000625,epigraph_changed,960206|14|1401|Abierto,960202|14|1401|Abierto
140000649,epigraph_changed,472911|14|1405|Abierto,610002|14|1405|Abierto
150000037,epigraph_changed,562902|15|1505|Abierto,852001|15|1505|Abierto
150000254,epigraph_changed,900001|15|1501|Abierto,477808|15|1501|Abierto
150000277,epigraph_changed,562902|15|1503|Abierto,851001|15|1503|Abierto
150000283,epigraph_changed,562902|15|1505|Abierto,350001|15|1505|Abierto
150000297,epigraph_changed,851007|15|1506|Abierto,562902|15|1506|Abierto
150000304,epigraph_changed,562902|15|1501|Abierto,853003|15|1501|Abierto
150000307,epigraph_changed,851001|15|1509|Abierto,562902|15|1509|Abierto
150000334,epigraph_changed,853003|15|1506|Abierto,562902|15|1506|Abierto
150000337,epigraph_changed,562902|15|1506|Abierto,853003|15|1506|Abierto
150000377,epigraph_changed,853002|15|1509|Abierto,562902|15|1509|Abierto
150000378,epigraph_changed,870001|15|1509|Abierto,562903|15|1509|Abierto
150000408,epigraph_changed,852002|15|1501|Abierto,562902|15|1501|Abierto
150000428,epigraph_changed,960201|15|1502|Abierto,960203|15|1502|Abierto
150000445,epigraph_changed,472206|15|1502|Abierto,472201|15|1502|Abierto
150000500,epigraph_changed,862003|14|1403|Abierto,960203|14|1403|Abierto
150000563,epigraph_changed,960203|15|1502|Abierto,960201|15|1502|Abierto
150000660,epigraph_changed,551001|15|1505|Abierto,931002|15|1505|Abierto
150000772,epigraph_changed,562903|15|1506|Abierto,881001|15|1506|Abierto
150000914,epigraph_changed,551001|15|1504|Abierto,551004|15|1504|Abierto
150000916,epigraph_changed,477603|15|1503|Abierto,477602|15|1503|Abierto
150001032,epigraph_changed,472202|15|1503|Abierto,472204|15|1503|Abierto
150001106,epigraph_changed,562902|15|1504|Cerrado,851001|15|1504|Cerrado
150001134,epigraph_changed,855002|15|1501|Abierto,960201|15|1501|Abierto
150001407,epigraph_changed,960902|15|1509|Abierto,477602|15|1509|Abierto
150001502,epigraph_changed,331001|15|1504|Abierto,466002|15|1504|Abierto
150001591,epigraph_changed,960203|15|1502|Abierto,960201|15|1502|Abierto
150001605,epigraph_changed,563005|15|1503|Baja Reunificación,561006|15|1503|Baja Reunificación
150001624,epigraph_changed,471902|15|1504|Abierto,471101|15|1504|Abierto
150001629,epigraph_changed,463906|15|1502|Abierto,472202|15|1502|Abierto
150001681,epigraph_changed,862003|15|1505|Abierto,325001|15|1505|Abierto
150001763,epigraph_changed,471101|15|1503|Abierto,472202|15|1503|Abierto
150001802,epigraph_changed,661002|15|1501|Abierto,522004|15|1501|Abierto
150001872,epigraph_changed,472201|15|1505|Abierto,471104|15|1505|Abierto
150001882,epigraph_changed,477602|15|1503|Abierto,477603|15|1503|Abierto
150001896,epigraph_changed,881001|15|1502|Abierto,562903|15|1502|Abierto
150001909,epigraph_changed,561001|15|1509|Abierto,561004|15|1509|Abierto
150002052,epigraph_changed,471104|15|1502|Abierto,472501|15|1502|Abierto
150002080,epigraph_changed,861002|15|1505|Abierto,960203|15|1505|Abierto
150002165,epigraph_changed,661002|15|1503|Abierto,477701|15|1503|Abierto
150002201,epigraph_changed,471902|15|1503|Abierto,474302|15|1503|Abierto
150002205,epigraph_changed,474102|15|1505|Abierto,951001|15|1505|Abierto
150002291,epigraph_changed,610002|15|1501|Abierto,532001|15|1501|Abierto
150002377,epigraph_changed,610002|15|1502|Abierto,790001|15|1502|Abierto
150002398,epigraph_changed,960203|15|1502|Abierto,960901|15|1502|Abierto
150002442,epigraph_changed,477808|15|1502|Abierto,477101|15|1502|Abierto
150002443,epigraph_changed,551001|15|1506|Abierto,931002|15|1506|Abierto
150002470,epigraph_changed,475101|15|1502|Abierto,952004|15|1502|Abierto
150002472,epigraph_changed,960203|15|1509|Abierto,960201|15|1509|Abierto
150002498,epigraph_changed,451001|15|1506|Abierto,452002|15|1506|Abierto
150002504,epigraph_changed,472201|15|1505|Abierto,472911|15|1505|Abierto
150002549,epigraph_changed,472907|15|1502|Abierto,472202|15|1502|Abierto
150002553,epigraph_changed,472201|15|1502|Abierto,471104|15|1502|Abierto
150002566,epigraph_changed,471101|15|1505|Abierto,472102|15|1505|Abierto
150002584,epigraph_changed,960206|15|1507|Abierto,960201|15|1507|Abierto
150002639,epigraph_changed,472201|15|1504|Abierto,471101|15|1504|Abierto
150002700,epigraph_changed,471902|15|1509|Abierto,471101|15|1509|Abierto
150002701,epigraph_changed,477602|15|1501|Abierto,477601|15|1501|Abierto
160000089,epigraph_changed,852002|16|1602|Abierto,851001|16|1602|Abierto
160000297,epigraph_changed,472201|16|1603|Baja Reunificación,472204|16|1603|Baja Reunificación
160000337,epigraph_changed,432001|16|1603|Abierto,475205|16|1603|Abierto
160000402,epigraph_changed,960902|16|1603|Abierto,477602|16|1603|Abierto
160000469,epigraph_changed,471101|16|1604|Abierto,471902|16|1604|Abierto
160000612,epigraph_changed,562902|16|1602|Abierto,851001|16|1602|Abierto
160000689,epigraph_changed,472911|16|1603|Abierto,471902|16|1603|Abierto
160000719,epigraph_changed,561004|16|1602|Abierto,561005|16|1602|Abierto
160000732,epigraph_changed,960202|16|1603|Abierto,862001|16|1603|Abierto
160000862,epigraph_changed,472402|16|1604|Abierto,472405|16|1604|Abierto
160000885,epigraph_changed,652001|16|1604|Abierto,651001|16|1604|Abierto
160000933,epigraph_changed,471101|16|1604|Abierto,472102|16|1604|Abierto
160000998,epigraph_changed,471901|16|1603|Abierto,472204|16|1603|Abierto
160001072,epigraph_changed,960203|16|1602|Abierto,960201|16|1602|Abierto
160001099,epigraph_changed,472101|16|1605|Abierto,471101|16|1605|Abierto
160001138,epigraph_changed,471101|16|1604|Abierto,472402|16|1604|Abierto
160001143,epigraph_changed,471101|16|1604|Abierto,472102|16|1604|Abierto
160001283,epigraph_changed,472911|16|1605|Abierto,472102|16|1605|Abierto
160001302,epigraph_changed,471101|16|1603|Abierto,472201|16|1603|Abierto
160001374,epigraph_changed,472402|16|1605|Abierto,472407|16|1605|Abierto
160001452,epigraph_changed,870001|16|1603|Abierto,562903|16|1603|Abierto
160001466,epigraph_changed,562903|16|1602|Abierto,870001|16|1602|Abierto
160001469,epigraph_changed,851001|16|1604|Abierto,562902|16|1604|Abierto
160001484,epigraph_changed,562902|16|1604|Abierto,851001|16|1604|Abierto
160001485,epigraph_changed,851001|16|1606|Cerrado,562902|16|1606|Cerrado
160001508,epigraph_changed,691001|16|1603|Abierto,691002|16|1603|Abierto
160001522,epigraph_changed,472102|16|1604|Abierto,471101|16|1604|Abierto
160001544,epigraph_changed,952004|16|1604|Abierto,477101|16|1604|Abierto
160001560,epigraph_changed,472911|16|1604|Abierto,471902|16|1604|Abierto
160001586,epigraph_changed,562902|16|1604|Cerrado,851001|16|1604|Cerrado
160001595,epigraph_changed,551001|16|1601|Abierto,931002|16|1601|Abierto
160001635,epigraph_changed,472102|16|1606|Abierto,471101|16|1606|Abierto
160001693,epigraph_changed,750001|16|1606|Abierto,750003|16|1606|Abierto
160001769,epigraph_changed,851001|16|1606|Abierto,562902|16|1606|Abierto
160001779,epigraph_changed,851001|16|1603|Abierto,562902|16|1603|Abierto
160001798,epigraph_changed,562902|16|1606|Abierto,852002|16|1606|Abierto
160001799,epigraph_changed,851001|16|1606|Abierto,853003|16|1606|Abierto
160001816,epigraph_changed,750002|16|1603|Abierto,477603|16|1603|Abierto
160001863,epigraph_changed,472907|16|1603|Abierto,472911|16|1603|Abierto
160001877,epigraph_changed,869009|16|1603|Abierto,960203|16|1603|Abierto
160001923,epigraph_changed,472102|16|1602|Abierto,471101|16|1602|Abierto
160001937,epigraph_changed,452004|16|1606|Abierto,451001|16|1606|Abierto
160001962,epigraph_changed,931001|16|1601|Abierto,931003|16|1601|Abierto
160001968,epigraph_changed,472202|16|1604|Abierto,472201|16|1604|Abierto
160002078,epigraph_changed,960201|16|1605|Abierto,960205|16|1605|Abierto
160002086,epigraph_changed,471101|16|1605|Abierto,472102|16|1605|Abierto
